,Nombre,Plataforma,Año,Genero,Editorial,Ventas NA,Ventas EU,Ventas JP,Ventas Otros,Ventas Global
13083,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
13084,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
13085,7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,0.02,0.03,0.0,0.01,0.05
13086,McDROID,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13087,GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0.0,0.0,0.05,0.0,0.05
13088,Arcana Heart 3,X360,2011,Fighting,PQube,0.0,0.03,0.02,0.0,0.05
13089,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
13090,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05
13091,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
13092,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13093,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05
13094,Fishdom,DS,2011,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05
13095,The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13096,Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.05,0.0,0.0,0.0,0.05
13097,Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
13098,Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05
13099,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05
13100,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
13101,Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
13102,Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
13103,Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.04,0.0,0.0,0.0,0.05
13104,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.05
13105,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13106,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13107,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13108,Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05
13109,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13110,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13111,Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05
13112,National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.05
13113,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13114,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13115,FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05
13116,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05
13117,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
13118,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05
13119,Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.05
13120,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0.0,0.0,0.05,0.0,0.05
13121,Gray Matter,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
13122,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05
13123,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
13124,Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13125,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13126,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
13127,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
13128,Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13129,Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.02,0.0,0.01,0.05
13130,Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13131,Guild 01,3DS,2012,Action,Level 5,0.0,0.0,0.05,0.0,0.05
13132,Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.05
13133,G1 Grand Prix,3DS,2012,Action,Genki,0.0,0.0,0.05,0.0,0.05
13134,QUIZ PARTY,Wii,2012,Misc,Nintendo,0.0,0.05,0.0,0.0,0.05
13135,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13136,E.X. Troopers,PS3,2012,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05
13137,Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0.0,0.0,0.0,0.05
13138,Time Travelers,PSV,2012,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05
13139,Amnesia Later,PSP,2012,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
13140,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05
13141,Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
13142,DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.04,0.0,0.01,0.05
13143,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13144,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13145,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
13146,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
13147,Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13148,Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
13149,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
13150,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.02,0.0,0.01,0.05
13151,Putty Squad,PSV,2013,Platform,System 3,0.02,0.02,0.0,0.01,0.05
13152,Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13153,Amnesia Crowd,PSP,2013,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
13154,Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05
13155,Gaist Crusher,3DS,2013,Action,Capcom,0.0,0.0,0.05,0.0,0.05
13156,Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
13157,Fast & Furious: Showdown,X360,2013,Action,Activision,0.0,0.04,0.0,0.0,0.05
13158,Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.02,0.0,0.01,0.05
13159,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.03,0.0,0.01,0.01,0.05
13160,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.05
13161,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
13162,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0.0,0.04,0.0,0.0,0.05
13163,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13164,Winning Post 8,PS3,2014,Racing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13165,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
13166,Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05
13167,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05
13168,Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05
13169,Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13170,LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.01,0.05
13171,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
13172,Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
13173,Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
13174,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
13175,Hero Bank 2,3DS,2014,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
13176,Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13177,Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13178,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13179,Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05
13180,NHL Legacy,X360,2015,Action,Electronic Arts,0.05,0.0,0.0,0.01,0.05
13181,Samurai Warriors 4: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13182,Miracle Girls Festival,PSV,2015,Misc,Sega,0.0,0.0,0.05,0.0,0.05
13183,Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,0.0,0.0,0.05,0.0,0.05
13184,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0.0,0.04,0.0,0.05
13185,Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05
13186,Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,0.05,0.0,0.0,0.01,0.05
13187,Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13188,Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.0,0.05
13189,New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
13190,Chaos;Child,PSV,2015,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
13191,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
13192,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05
13193,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05
13194,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.02,0.0,0.01,0.05
13195,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05
13196,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0.0,0.01,0.05
13197,SpongeBob: HeroPants,PSV,2015,Platform,Activision,0.03,0.01,0.0,0.01,0.05
13198,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
13199,Luminous Arc Infinity,PSV,2015,Action,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05
13200,To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13201,Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05
13202,Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05
13203,Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,0.02,0.02,0.0,0.0,0.05
13204,Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0.0,0.0,0.05,0.0,0.05
13205,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
13206,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0.0,0.0,0.05,0.0,0.05
13207,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13208,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
13209,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.0,0.05
13210,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05
13211,Handball 16,PS3,2015,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05
13212,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13213,F1 2015,PC,2015,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05
13214,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05
13215,Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.0,0.04,0.0,0.0,0.05
13216,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13217,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13218,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13219,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13220,NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0.0,0.0,0.01,0.05
13221,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05
13222,Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,0.0,0.0,0.05,0.0,0.05
13223,ZombiU,PS4,2016,Action,Ubisoft,0.0,0.04,0.01,0.01,0.05
13224,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0.0,0.01,0.05
13225,Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13226,FIFA 17,PC,2016,Sports,Electronic Arts,0.0,0.05,0.0,0.0,0.05
13227,Culdcept Revolt,3DS,2016,Strategy,Nintendo,0.0,0.0,0.05,0.0,0.05
13228,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13229,Project Setsuna,PSV,2016,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
13230,Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.04,0.0,0.01,0.05
13231,Street Fighter V,PC,2016,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05
13232,Caligula,PSV,2016,Role-Playing,FuRyu,0.0,0.0,0.05,0.0,0.05
13233,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05
13234,Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05
13235,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
13236,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0.0,0.0,0.05
13237,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0.0,0.01,0.05
13238,Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13239,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
13240,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
13241,Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0.0,0.0,0.04,0.0,0.04
13242,World Series Baseball,SAT,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04
13243,Galaxy Fight,SAT,1994,Fighting,Sunsoft,0.0,0.0,0.04,0.0,0.04
13244,J-League Pro Striker 2,GEN,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04
13245,Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13246,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.04
13247,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0.0,0.0,0.04,0.0,0.04
13248,Go Go Ackman 3,SNES,1995,Platform,Banpresto,0.0,0.0,0.04,0.0,0.04
13249,Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04
13250,Metal Max Returns,SNES,1995,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.04
13251,Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04
13252,Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.04
13253,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04
13254,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04
13255,Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04
13256,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0.0,0.0,0.04,0.0,0.04
13257,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04
13258,Haunted Casino,SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.04
13259,PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04
13260,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.04
13261,Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0.0,0.0,0.04,0.0,0.04
13262,True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0.0,0.0,0.04
13263,Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04
13264,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04
13265,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04
13266,Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
13267,Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.04
13268,Angelique Duet,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13269,The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04
13270,The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04
13271,Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13272,Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04
13273,NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13274,Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13275,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
13276,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04
13277,Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04
13278,Caesar III,PC,1998,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13279,Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0.0,0.01,0.04
13280,Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04
13281,PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13282,Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04
13283,Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04
13284,Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04
13285,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
13286,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04
13287,Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04
13288,Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04
13289,Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
13290,Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04
13291,Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,0.02,0.01,0.0,0.0,0.04
13292,I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13293,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04
13294,Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04
13295,NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13296,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04
13297,Fighting Vipers 2,DC,2000,Fighting,Sega,0.0,0.0,0.04,0.0,0.04
13298,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04
13299,True Love Story 3,PS2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04
13300,No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04
13301,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04
13302,High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04
13303,Black & White,PC,2001,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04
13304,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04
13305,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04
13306,Denki Blocks!,GBA,2001,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04
13307,Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13308,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.04
13309,Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
13310,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04
13311,Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04
13312,The King of Fighters 2000,PS2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04
13313,Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
13314,Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04
13315,The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0.0,0.0,0.04
13316,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04
13317,Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04
13318,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
13319,Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0.0,0.0,0.04
13320,Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0.0,0.0,0.04
13321,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04
13322,Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
13323,Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
13324,Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13325,Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
13326,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04
13327,The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0.0,0.0,0.04
13328,Doom II: Hell on Earth,GBA,2002,Shooter,Activision,0.03,0.01,0.0,0.0,0.04
13329,Evolution Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13330,Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13331,The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04
